No,KOAjobID,RA,DEC,z,PSFFLUX_G,PSFFLUX_R,PSFMAG_G,PSFMAG_R,MI,extracted,use
1,20211,203.39910419999998,16.8177663,2.089,311.83615,357.62842,16.265184,16.11642,-29.570479499999998,True,False
2,0,186.3641577,22.58694160000001,2.052,275.24712999999997,319.26288,16.400692000000006,16.239628,-29.588113899999996,,
3,0,151.7992046,5.53580405,2.148,218.0489,300.5508700000001,16.653616,16.305204,-29.44922128,,
4,0,188.4813645,29.130300300000002,2.019,202.76038,243.83587999999997,16.732542000000002,16.532255,-29.17964835,,
5,0,205.343784,18.8705419,2.0140000000000002,149.07713,164.89665,17.066471,16.956970000000002,-28.67331385,,
6,0,196.12747190000002,13.0383403,2.128,124.887024,139.74329,17.258707,17.136671,-28.61894102,,
7,0,117.3116145,47.48448,2.043,130.13792,149.00308,17.21399,17.06701,-28.70739844,,
8,0,214.71277949999998,8.87446732,2.017,128.3389,140.14571999999998,17.229103,17.133549,-28.61715582,,
9,0,148.5237436,22.8586342,2.095794439,120.0455,125.38666,17.301634,17.254372,-28.44361918,,
10,0,187.5493371,40.2452683,2.045,117.55413999999999,132.75768,17.324404,17.19235,-28.53970558,,
11,0,228.0759579,24.127808899999998,2.127,115.74321,131.92686,17.341260000000002,17.199165,-28.50433006,,
12,0,156.83103119999996,7.11825146,2.1180000000000003,115.727974,126.82661399999999,17.341404,17.241974,-28.38720498,,
13,0,143.0365721,31.724467699999998,2.089,110.56151000000001,141.38118,17.39099,17.12402,-28.60715972,,
14,0,193.5951801,26.334761600000004,2.042,109.32593500000002,110.90666999999999,17.40319,17.387604,-28.21832603,,
15,0,202.0051631,57.5202654,2.083,108.77941000000001,144.43155,17.408632,17.100842999999998,-28.507933500000004,,
16,0,36.13163323,-5.471921,2.0980000000000003,108.76226000000001,133.45633999999998,17.408804,17.186651,-28.49837541,,
17,0,222.81352859999998,5.49311188,2.05,108.57217,112.71418999999999,17.410704,17.370051999999998,-28.33624896,,
18,1278,27.4351386,15.0185468,2.07,106.78613,114.72068,17.428713000000002,17.350895,-28.38897918,True,True
19,0,183.538566,53.01229839999999,2.134580374,105.54042,120.57613,17.441451999999998,17.296846,-28.44080041,,
20,0,175.48099230000003,53.21881310000001,2.13,103.46771,135.62921,17.462988,17.169117,-28.54275853,,
21,8918,187.1040394,31.477127199999998,2.22,372.58768,462.5238,16.071928,15.837164999999999,-29.991162100000004,True,True
22,0,166.5446493,64.00278560000001,2.205111027,357.33524,389.61782999999997,16.11731,16.023403,-29.69202334,,
23,11116,184.68080780000003,15.6047939,2.268498421,281.3639,303.9801,16.376829999999998,16.292887,-29.57933967,True,False
24,0,320.8727851000001,-0.8480365,2.274,213.51873999999998,269.45782,16.67641,16.423773,-29.46615254,,
25,0,162.6905108,54.78867020000001,2.173,194.66737,182.82224,16.776768,16.844927,-28.88704676,,
26,0,177.643894,65.65793910000001,2.224206209,190.57275,240.68677999999997,16.799849,16.54637,-29.33173467,,
27,0,142.4674202,35.9138425,2.15,180.18718,182.42451,16.860689999999998,16.847292000000003,-28.76121974,,
28,0,235.8728058,33.985749600000005,2.16,179.7038,265.8305,16.863607000000002,16.438488,-29.35482915,,
29,0,132.1921311,61.2096343,2.258166552,172.3167,191.19873,16.909182,16.796288,-29.18114196,,
30,0,162.9947584,40.293532299999995,2.1790000000000003,170.69075,205.39288,16.919476,16.718536,-28.92146811,,
31,0,157.27961399999995,65.17357779999999,2.175,167.08018,191.26604,16.942688,16.795904,-28.89020917,,
32,0,128.57135520000003,35.80920120000001,2.1630000000000003,143.61064,169.74496000000005,17.107032999999998,16.925507,-28.84621652,,
33,0,131.4110921,34.3454491,2.154,136.00162,163.85368,17.16614,16.96386,-28.73046698,,
34,0,191.30361630000002,19.790975600000003,2.173,135.77751,152.9398,17.16793,17.038698,-28.66297716,,
35,0,215.28630809999999,22.6881707,2.184035063,125.655014,134.58975,17.25205,17.17747,-28.79809244,,
36,0,122.8643533,46.303591,2.2569999999999997,123.11688000000001,142.94299999999996,17.274206,17.112092999999998,-28.73519654,,
37,0,237.5568514,20.031820800000002,2.191,120.57106999999999,140.35846,17.296892,17.131903,-28.89322118,,
38,0,184.4027409,51.919529299999994,2.224982023,119.9967,106.10398,17.302076,17.435669,-28.44455696,,
39,0,188.08665200000002,39.9689221,2.281042099,115.98382600000001,114.00655,17.339006,17.357674,-28.37138058,,
40,0,197.2211707,36.282936299999996,2.296514034,104.95206999999999,108.86035,17.447521,17.407823999999998,-28.36336312,,
41,0,178.2567003,21.854862899999997,2.369543314,212.46545,211.63744,16.68178,16.686018,-29.23728409,,
42,0,246.7580943,31.596999999999998,2.318,187.09607,194.85806000000002,16.819838,16.775703,-29.07377196,,
43,0,184.5457805,24.2363628,2.381,169.6083,163.40403999999995,16.926382,16.966843,-28.92691893,,
44,0,235.99764190000002,53.98420279999999,2.370181322,159.37326000000004,153.09964,16.993961,17.037563000000002,-28.88192215,,
45,19680,167.9650345,13.5433138,2.4330000000000003,129.0989,149.11386000000005,17.222692000000002,17.066204,-28.85723973,True,False
46,0,206.4709895,13.508390599999998,2.314,123.68053,133.81476999999998,17.269247,17.183739000000006,-28.63723722,,
47,0,227.84711600000003,49.8503511,2.4,93.69505,133.01256999999998,17.570707000000002,17.190268,-28.77953278,,
48,20308,133.5734071,53.459789799999996,2.415,100.453354,132.1363,17.495089,17.197443,-29.00035736,True,True
49,0,146.5096493,27.7352993,2.44,95.89735999999999,128.125,17.545482999999994,17.230915,-28.93580136,,
50,0,175.9596086,36.4864854,2.343,110.659966,118.738075,17.390022000000002,17.313523999999994,-28.57152374,,
51,0,214.85618440000002,7.83154381,2.394,99.17424,114.07553999999999,17.509003,17.357018,-28.61356572,,
52,21387,166.8982221,64.33585210000001,2.33,99.41185,111.20512,17.506403,17.384687,-28.48078263,True,False
53,0,188.81589230000003,63.020458999999995,2.394,101.43406,108.30298,17.484539,17.413397,-28.55703381,,
54,22449,359.5355914,1.41866792,3.395,68.92975600000001,107.39707,17.903982,17.422518,-29.26668125,True,check
55,0,143.51653190000005,31.8920374,2.422119141,69.356926,106.77798,17.897274,17.428795,-28.76559598,,
56,23057,252.90636809999998,40.0386162,2.341467142,105.85314,106.16,17.43824,17.435097,-28.557228000000002,True,False
57,23874,13.14030208,1.67802059,2.301,93.94089,105.68388,17.567861999999998,17.439976,-28.46908806,True,False
58,24864,248.55328340000003,32.059851300000005,2.355,99.62261,103.95324000000001,17.504105,17.457902999999998,-28.58867789,False,False
59,0,151.3166253,48.0925826,2.39,105.231476,103.95238,17.444635,17.457912,-28.37249286,,
60,0,130.38813259999998,20.090491699999998,2.342,28.693699,101.799286,18.855522,17.480636999999998,-28.86553596,,
61,27161,241.23082119999998,38.2004543,2.54,353.66472999999996,420.4195,16.128521,15.940793,-30.12739561,True,check
62,0,246.90893880000002,41.32125,2.565,159.01231,168.66551,16.996422,16.932434,-29.08423346,,
63,28841,175.99385039999999,5.41250108,2.563,138.57811999999998,161.01859,17.145763,16.98281,-29.08776896,True,False
64,0,209.9727059,13.3005478,2.45,132.36533,160.53326,17.195564,16.986086,-28.95702096,,
65,0,243.74306969999998,14.8102731,2.565,138.4976,146.85093999999995,17.146395000000002,17.082808,-29.06261557,,
66,0,212.48157740000002,56.4740072,2.575,95.60396,144.2481,17.54881,17.102224,-28.96450560000001,,
67,30535,209.6324247,5.08967152,2.456,131.97943,136.24438,17.198733999999998,17.164202,-28.85394203,True,False
68,31391,233.24270499999997,30.9851657,2.58,122.50296999999999,135.44788,17.279633,17.170568,-28.92010388,True,check
69,0,210.16250330000003,11.339557699999999,2.589,115.90451999999999,131.75955,17.339748,17.200544,-28.899232899999998,,
70,2410,176.27052369999996,62.773468099999995,2.532,115.038246,130.2656,17.347893,17.212925,-28.80321891,True,check
71,0,234.30942169999997,27.2699087,2.465,108.81991000000001,125.87786000000001,17.408228,17.250126,-28.76773452,,
72,0,246.4533219,26.782992999999998,2.535,116.32718999999999,115.41768,17.335796,17.344317999999998,-28.6744533,,
73,0,182.5425641,39.6600258,2.461,101.20466,114.74108000000001,17.486998,17.350702,-28.66994212,,
74,4130,182.01102230000004,63.0580554,2.583618164,100.17744,114.44596999999999,17.498074,17.353498000000002,-28.74314825,True,False
75,0,148.9081031,33.58443,2.51,103.99498,112.98196000000002,17.457468,17.367476,-28.67103848,,
76,0,221.2123284,14.377106900000001,2.5180000000000002,79.48826600000002,109.28303999999999,17.74924,17.403616,-28.79880667,,
77,5720,149.3111347,54.6715371,2.589739561,106.54816000000001,109.05671000000001,17.431135,17.405869,-28.67873616,False,False
78,0,172.69998700000005,26.235444199999996,2.512925863,96.138756,107.973625,17.542753,17.416704,-28.62493408,,
79,0,234.3156169,58.4927624,2.595,78.30766,106.63576,17.765488,17.430239999999998,-28.82363765,,
80,0,169.84544609999998,20.829628399999997,2.461204767,101.43115,102.81638000000001,17.484571,17.469843,-28.48285029,,
81,0,152.9816564,29.6948857,2.64,345.42606,361.6424,16.154111999999998,16.104301,-30.10601565,,
82,8314,15.79696049,13.2716089,2.705,232.16211,282.27797999999996,16.585522,16.373307999999998,-29.92950025,True,False
83,0,26.319158299999998,-9.754818199999999,2.7250308989999996,212.55049,241.10617000000002,16.681345,16.54448,-29.70074137,,
84,0,175.7261011,26.91598560000001,2.625,188.77391,216.25522999999998,16.810144,16.662582,-29.45881355,,
85,13740,184.8782149,49.6811765,2.700899363,147.57672,170.644,17.077456,16.919771,-29.35377778,True,check
86,16127,218.75224920000002,53.99825720000001,2.633,150.87553,160.54494,17.053453,16.986007999999998,-29.10418999,True,False
87,0,17.02677266,16.5972158,2.6439999999999997,129.31857,156.1657,17.220848,17.016035000000002,-29.32069723,,
88,20277,125.28172430000001,31.130867699999996,2.608,121.58466999999999,149.69382,17.287802,17.061989,-29.23404496,True,False
89,0,169.8096949,60.0826375,2.635,129.3344,138.74413,17.220715,17.144463000000002,-29.02029848,,
90,0,172.57239119999997,7.53692579,2.658,111.1319,122.77045,17.385403,17.277264000000002,-29.04447705,,
91,0,166.78506819999996,4.60498078,2.66,85.21454,115.15947,17.673714,17.34675,-28.98584423,,
92,0,183.95754409999998,-0.5756051999999999,2.6830000000000003,98.55981,114.31875,17.515749,17.354706,-28.97886101,,
93,31190,198.20305009999998,42.8768847,2.625669956,95.118965,111.29763,17.55433,17.383782999999998,-28.77392359,True,check
94,553,123.1695347,32.135719300000005,2.7030000000000003,72.27481999999998,103.83926,17.852531,17.459095,-28.90317246,True,check
95,0,136.3644188,48.8471949,2.6875600810000004,94.49531999999999,99.10346,17.561474,17.509777,-28.7342842,,
96,0,181.5403789,0.75628927,2.693,64.29897,98.70854,17.979488,17.514112,-28.84191556,,
97,0,154.9500066,35.69623950000001,2.68446517,87.91118,98.37939,17.639889,17.517738,-28.580399600000003,,
98,0,236.8957977,41.477857799999995,2.731971264,80.89281,98.142235,17.730225,17.520359,-28.78470415,,
99,0,176.0327865,64.7467405,2.720301867,84.68645,95.10710999999999,17.680464,17.554466,-28.70226551,,
100,2606,151.3233802,61.9048904,2.736,65.10185,92.27261999999999,17.966015,17.587317000000002,-28.63754467,False,False
101,0,237.9686,19.1844606,2.85,379.58822999999995,442.82352000000003,16.051718,15.884423000000002,-30.55535265,,
102,27101,242.18292659999997,7.25239986,2.8810000000000002,195.97356000000002,233.78445,16.769506,16.577961,-29.99046011,True,check
103,0,188.95612480000003,59.174254299999994,2.822778702,154.22455,168.61913,17.029615,16.932732,-29.50425786,,
104,20666,20.48349142,14.806646100000002,2.872244358,128.31933999999998,146.80238,17.229269,17.083166000000002,-29.35887682,True,False
105,21933,207.6861157,57.27859839999999,2.898810148,107.462944,137.28627,17.421851999999998,17.155931,-29.36287087,True,check
106,0,158.2078646,5.68843065,2.851416588,115.3714,135.6516,17.344753,17.168938,-29.22682023,,
107,0,240.98303680000004,57.515111499999996,2.8548200130000003,106.33256000000002,116.58408999999999,17.433334,17.3334,-28.99890737,,
108,0,204.19644409999998,-0.8158687,2.808242559,103.26623000000001,103.37685400000001,17.465103,17.46394,-28.81221142,,
109,0,189.4784411,8.68521881,2.883,79.12965,102.954895,17.75415,17.468382000000002,-29.11147179,,
110,27965,179.9987934,41.0313711,2.84,77.08059,100.66790999999999,17.782637,17.492770999999998,-29.03533477,True,False
111,0,136.6591089,17.3731747,2.79,73.293304,98.460625,17.837336999999994,17.516842,-29.05000091,,
112,32629,143.0310697,36.9626446,2.883063555,85.15554,98.29711999999999,17.674467,17.518646,-28.8250605,True,False
113,0,226.4400685,51.3777524,2.801057577,83.31418000000002,93.05049,17.698202,17.578201,-28.85601096,,
114,0,203.8473888,49.1097482,2.824,71.007774,89.57509,17.871733,17.619529999999994,-28.93941595,,
115,0,194.44048080000002,21.3708311,2.8727362160000003,76.824905,86.396866,17.786243,17.658752,-28.72169355,,
116,0,173.7837126,22.4543325,2.885,72.45956,85.90155,17.84976,17.664995,-28.68154654,,
117,0,245.8797662,48.311712899999996,2.8500814439999997,63.417232999999996,82.87075,17.99448,17.703995000000006,-28.72344633,,
118,2161,237.76413459999998,9.14700941,2.7510000000000003,73.600624,81.28694,17.832794,17.724945,-28.57103342,False,False
119,0,326.63893219999994,0.05516865,2.7975325580000003,71.08658,80.074905,17.87053,17.741257,-28.71614693,,
120,0,175.1762082,-1.402202,2.75214529,72.78183,80.003395,17.84494,17.742226000000006,-28.45166781,,
121,0,180.0260286,31.441909600000002,2.98,226.81672999999998,272.10974,16.610810999999998,16.41314,-29.998060499999998,,
122,0,167.6609793,48.521032,2.9594771860000004,184.64717,204.44534,16.834143,16.723557,-29.80157576,,
123,5907,180.880375,15.381878699999998,2.985,160.30723999999995,173.65563999999995,16.987617,16.900778,-29.53034906,False,False
124,0,136.0973864,13.155753,2.983287096,93.273705,133.84245,17.575602,17.183514000000002,-29.31207253,,
125,0,146.8924879,14.3547089,3.030834198,111.70416999999999,129.68765,17.379826,17.217751999999994,-29.4247327,,
126,6241,218.31716659999998,31.5239841,2.947280645,110.02293999999999,127.44383,17.396292000000006,17.236701999999998,-29.15897785,True,check
127,0,136.2870199,30.965934700000002,3.023,99.63331600000001,113.18741000000001,17.503988,17.365503,-29.05352297,,
128,6932,207.0490364,28.3005103,2.9739999999999998,95.18841,110.7878,17.553539999999998,17.38877,-29.03449398,True,check
129,0,338.5374753,0.00047000000000000004,3.025446415,83.36239,109.74472,17.697573000000006,17.39904,-29.16661068,,
130,0,227.34743419999998,24.545353,3.045,54.611805000000004,101.846634,18.156779999999998,17.480131,-29.33027272,,
131,0,228.4688622,8.93214558,2.9013252260000004,79.72249599999998,98.61998,17.746046,17.515085,-29.24181417,,
132,0,219.8014318,29.913353999999998,2.991817713,87.06770999999998,96.0699,17.650356,17.54353,-28.8761511,,
133,0,124.5655976,16.7066266,2.915,78.61971,95.08726999999999,17.76117,17.554693,-28.86981486,,
134,0,199.8648906,44.94903729999999,2.99,57.92261,93.09186,18.092876,17.577719000000002,-29.24655449,,
135,0,156.10230869999995,58.9656288,2.9536261560000003,76.411575,92.48774,17.7921,17.584787,-28.88200609,,
136,0,200.73192949999998,39.202223,2.986738205,78.68465,89.59167,17.760273,17.619329999999994,-28.771983799999997,,
137,0,118.35883159999999,40.5107326,2.930449724,75.66481,86.01214,17.802763,17.663598999999994,-28.72426818,,
138,12710,205.86971499999999,57.36309050000001,3.0386595730000003,77.96265,85.080215,17.770283,17.675426,-28.64218,True,False
139,0,195.90506609999997,19.8241007,2.9602537160000004,72.96356999999998,84.61921,17.842234,17.681326000000006,-28.72856955,,
140,0,230.33200150000002,-0.8052251,2.9341840739999996,67.15621,83.715096,17.932282999999995,17.692987,-29.04073213,,
141,0,216.7341163,60.43078489999999,3.1860000000000004,253.2413,309.9201700000001,16.491163,16.271875,-30.25827078,,
142,0,153.69659230000005,43.008381899999996,3.1,175.45166,236.93745,16.889606,16.563416,-30.06658761,,
143,17387,156.81157240000005,35.7215035,3.1039999999999996,185.31554,221.76836,16.83022,16.63525,-29.83061005,True,True
144,0,177.59824719999997,28.3187483,3.1180000000000003,115.87841,161.88141000000005,17.339993,16.977007,-29.63835396,,
145,0,175.7869986,34.872857700000004,3.155280828,127.52565,147.62268,17.236006,17.077116,-29.501454499999998,,
146,21263,211.94681749999998,64.90558539999999,3.098686695,106.27936000000001,138.125,17.433876,17.149319000000002,-29.33582127,True,check
147,0,158.5821559,19.2061593,3.1442391869999997,89.97691,123.23066999999999,17.614672,17.273203,-29.39800476,,
148,0,191.6544271,26.4167416,3.132402182,84.13898499999998,115.84200000000001,17.687506,17.340334,-29.24413959,,
149,22839,233.0066905,37.000662899999995,3.099258184,87.99715,112.22845,17.638828,17.37474,-29.29569638,True,False
150,0,167.83579319999996,24.62802000000001,3.1847834589999997,74.262924,105.84194,17.823069,17.438354,-29.28498313,,
151,24398,182.32472769999998,11.6417619,3.102698803,90.77611,104.59513000000001,17.60507,17.451220000000006,-29.02880359,True,check
